file,kernel,comp,rational,mem,localmem,coalesced,atomic,F2:coalesced/mem,F4:comp/mem
012bad683fd7a88cc453793d00378de62736b456.cl,entry,41,60,1,0,0,0,0,41
01305d372e1618d571a059024e802a5c6d2fdc52.cl,entry,63,78,1,0,0,0,0,63
0133200698871e6084a06893ea98dd7a139c87a0.cl,entry,36,56,1,0,0,0,0,36
01333eebb5b56128b08e2931a288fcdd90e2e29d.cl,entry,7,0,1,0,0,0,0,7
0133e2d70bfce7cdbf9406fcd7f4c9b616b5a153.cl,entry,7,0,1,0,0,0,0,7
0133f670c3855bc5350605391590d1ce9b89a06e.cl,entry,12,25,1,0,0,0,0,12
01357151498f6d5189d5c38e9d9b73d495560b7e.cl,entry,20,39,1,0,0,0,0,20
013601d37027f66ffad3bb10c211d8d186410c3d.cl,entry,19,40,1,0,0,0,0,19
01393cf5c970e5626ad5da0284224353936a476f.cl,entry,18,21,1,0,0,0,0,18
013a6401b4d3b7c45888175731204decfac17c22.cl,entry,22,21,1,0,0,0,0,22
013ac5dbd15d4299677aa5354e2a13daed7e50b2.cl,entry,16,15,1,0,0,0,0,16
013b0499ea6ae3f16d76dbbfc6a75bf840f9aaf6.cl,entry,193,230,1,0,0,0,0,193
013bb823c193246f5eb57250b7ffd08cfdee08b7.cl,entry,104,134,1,0,0,0,0,104
01402c636a2f7c0be4c11a94c54025927fed9eb6.cl,entry,11,13,1,0,0,0,0,11
0140baef4f087c76dd66aeb4e652516805b69c2d.cl,entry,288,364,1,0,0,0,0,288
01424ab0d266d170ff12e95d06e957555869f5fe.cl,entry,99,121,1,0,0,0,0,99
0143877b02fc1a9835e6a1963646909ca1af7d06.cl,entry,240,285,1,0,0,0,0,240
01450f5521a6456b8fa0faa0ac6e8ba4319ace75.cl,entry,21,55,1,0,0,0,0,21
01465e98a2c3d3db8f10018ba2720560ba6248d3.cl,entry,7,1,1,0,0,0,0,7
014665c33445c2c0f5bbf7d24a0e75e14735fc3a.cl,entry,39,44,1,0,0,0,0,39
0147db6b446c046b953527640d6eaf33f4be85bd.cl,entry,7,29,1,0,0,0,0,7
