file,kernel,comp,rational,mem,localmem,coalesced,atomic,F2:coalesced/mem,F4:comp/mem
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-23f62b5f0821e0f09bf87b029c17a1581df3ce7d.cl,C,2,0,3,0,3,0,1,0.667
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-25bd62ceff001887074693b67aa842df624dbd5a.cl,A,1,1,2,0,2,0,1,0.5
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-25bd62ceff001887074693b67aa842df624dbd5a.cl,B,2,1,5,0,4,0,0.8,0.4
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-2a0780f7695f7ad0fee2acefd98a4a3df39e08ca.cl,A,37,7,10,4,0,0,0,3.7
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-2a0780f7695f7ad0fee2acefd98a4a3df39e08ca.cl,B,42,7,10,4,0,0,0,4.2
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-2c155cfa69db702810633accf237b521e2af8f9e.cl,C,139,7,10,6,0,0,0,13.9
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-2c155cfa69db702810633accf237b521e2af8f9e.cl,D,139,7,10,6,0,0,0,13.9
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-2edf273512dd746084e384600bcdb48d501657cf.cl,E,11,1,11,6,0,0,0,1
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-2edf273512dd746084e384600bcdb48d501657cf.cl,F,19,3,11,6,0,0,0,1.73
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-2edf273512dd746084e384600bcdb48d501657cf.cl,G,0,1,5,2,0,0,0,0
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-2f86e5164d8eb9748f3fa194c329fa423a02cf22.cl,A,61,10,12,0,12,0,1,5.08
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-379007ce9df58d8ea6cb7e4cfeff71aef8e808d9.cl,C,122,4,16,0,5,0,0.312,7.62
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-3e299b2055b7bf4b878a94415c0ebdee357b3dcc.cl,A,862074693,778265444,862283110,2952790016,2,0,2.32e-09,1
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-3e299b2055b7bf4b878a94415c0ebdee357b3dcc.cl,B,862074693,778265444,862283110,2952790016,2,0,2.32e-09,1
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-49c13719cb048f61142b67fcc34c3382485231f2.cl,B,70,8,5,0,0,0,0,14
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-4d5ee6feefbd8e83a77878a15b119c22fa07b152.cl,A,29,1,10,0,6,0,0.6,2.9
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-4ebdbcbd75d00c31ea2a17a969874d96cc4e04be.cl,A,23,3,7,4,0,0,0,3.29
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-5126d03bb02386ff3486cc22129073e62d79b2e4.cl,A,68,4,59,53,0,0,0,1.15
